sample	embryo	stage	pass_rnaQC	pass_metQC	pass_accQC	lineage10x	lineage10x_2	UMAP1	UMAP2
E7.5_Plate14_E05	embryo14	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.23901826243898	-3.33602343657885
E7.5_Plate14_E06	embryo14	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-5.64467313540979	5.63293802072563
E7.5_Plate14_E08	embryo14	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.81844818154469	2.27085878102334
E7.5_Plate14_E09	embryo14	E7.5	TRUE	NA	NA	Primitive_Streak	Primitive_Streak	1.59491033707848	-3.21735872940743
E7.5_Plate14_E10	embryo14	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	3.18712278855737	-2.57130984065412
E7.5_Plate14_E12	embryo14	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.43058955270607	-4.19285814541183
E7.5_Plate14_F01	embryo14	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	-3.32782598898885	7.67585010311601
E7.5_Plate14_F02	embryo14	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	1.69436554795153	-7.32204312507919
E7.5_Plate14_F03	embryo14	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	3.39269958994669	4.37987185531255
E7.5_Plate14_F04	embryo14	E7.5	TRUE	FALSE	FALSE	Notochord	Endoderm	8.43931575872641	6.12660277010884
E7.5_Plate14_F06	embryo14	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	1.66641392664783	7.19672344955245
E7.5_Plate14_F07	embryo14	E7.5	TRUE	NA	NA	Def._endoderm	Endoderm	8.23016186396177	5.49922111304611
E7.5_Plate14_F09	embryo14	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-3.21807130434165	8.11663675695218
E7.5_Plate14_F10	embryo14	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-6.12297294111706	5.60901148912042
E7.5_Plate14_F11	embryo14	E7.5	TRUE	TRUE	TRUE	Notochord	Endoderm	7.61964978557664	5.32532574051645
E7.5_Plate14_G01	embryo14	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-6.05581286391225	5.30940754418116
E7.5_Plate14_G03	embryo14	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-6.42828710225913	6.20658422920911
E7.5_Plate14_G04	embryo14	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.51734707155495	-4.37543543249996
E7.5_Plate14_G05	embryo14	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-3.55191440770606	7.70763109071522
E7.5_Plate14_G06	embryo14	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.97931025836854	3.66236530491701
E7.5_Plate14_G08	embryo14	E7.5	TRUE	TRUE	TRUE	Paraxial_mesoderm	Mesoderm	-6.2970651131338	5.26389316047717
E7.5_Plate14_G09	embryo14	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	3.36889820820823	1.40805213079041
E7.5_Plate14_G12	embryo14	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.65233904567851	4.22291516084842
E7.5_Plate14_H02	embryo14	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-4.64287949257542	7.9288969113297
E7.5_Plate14_H03	embryo14	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	2.22746388074962	5.92821925018283
E7.5_Plate14_H04	embryo14	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	1.48641857208477	7.92341918611818
E7.5_Plate14_H05	embryo14	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	3.53761239781965	3.03122065763874
E7.5_Plate14_H07	embryo14	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.87451426715047	2.76440885354766
E7.5_Plate14_H09	embryo14	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.80161675382606	-3.42486554301593
E7.5_Plate14_H10	embryo14	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-3.80877132553138	8.17149145523153
E7.5_Plate15_A03	embryo15	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.09786571514988	-7.23222415235979
E7.5_Plate15_A04	embryo15	E7.5	TRUE	FALSE	FALSE	Notochord	Endoderm	5.07751311870006	4.149487973304
E7.5_Plate15_A05	embryo15	E7.5	TRUE	NA	NA	Somitic_mesoderm	Mesoderm	1.17298969361374	7.99530734405243
E7.5_Plate15_A06	embryo15	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.58179462339755	-3.54033065636209
E7.5_Plate15_A07	embryo15	E7.5	TRUE	NA	NA	Paraxial_mesoderm	Mesoderm	-6.27700288371086	5.03606915449336
E7.5_Plate15_A08	embryo15	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	3.15835501335093	3.5379342045309
E7.5_Plate15_A09	embryo15	E7.5	TRUE	TRUE	TRUE	Notochord	Endoderm	3.61376855005772	4.36637975654624
E7.5_Plate15_A10	embryo15	E7.5	TRUE	NA	NA	Somitic_mesoderm	Mesoderm	1.0656194480511	7.77265829815117
E7.5_Plate15_A11	embryo15	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-4.52287518116366	7.82889206904188
E7.5_Plate15_A12	embryo15	E7.5	TRUE	TRUE	TRUE	Notochord	Endoderm	7.79167709464354	5.61859451469892
E7.5_Plate15_B01	embryo15	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-4.64327252177093	7.79977421697584
E7.5_Plate15_B03	embryo15	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-6.39618936758942	6.17803854396132
E7.5_Plate15_B06	embryo15	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	1.59968070580484	0.0954912807969484
E7.5_Plate15_B07	embryo15	E7.5	TRUE	TRUE	TRUE	Notochord	Endoderm	7.38950787480829	5.61147445134774
E7.5_Plate15_B08	embryo15	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	1.78949074358249	-7.35789384357169
E7.5_Plate15_B09	embryo15	E7.5	TRUE	TRUE	TRUE	Caudal_epiblast	Primitive_Streak	1.88862750653316	0.402884247804698
E7.5_Plate15_B11	embryo15	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.53868147284729	-5.38750465055275
E7.5_Plate15_B12	embryo15	E7.5	TRUE	TRUE	TRUE	Gut	Endoderm	8.88553690969774	5.29105837832802
E7.5_Plate15_C01	embryo15	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-4.13811949597288	8.2396219767645
E7.5_Plate15_C02	embryo15	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	1.80157258918881	-7.40295280379762
E7.5_Plate15_C03	embryo15	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	1.36848086811358	8.31969986567689
E7.5_Plate15_C04	embryo15	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-6.26928797872361	6.28413002646619
E7.5_Plate15_C05	embryo15	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	1.93358204463325	-0.177477521342211
E7.5_Plate15_C06	embryo15	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.62292405932298	-5.98281680639428
E7.5_Plate15_C07	embryo15	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	1.9606826219664	0.962385231724342
E7.5_Plate15_C08	embryo15	E7.5	TRUE	NA	NA	Somitic_mesoderm	Mesoderm	0.158896658184228	8.88473705608936
E7.5_Plate15_C09	embryo15	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-6.04804549932022	6.77587249354278
E7.5_Plate15_C10	embryo15	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	1.86912807885149	-4.91989902404386
E7.5_Plate15_C11	embryo15	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.40479174794524	-1.46938444470512
E7.5_Plate15_C12	embryo15	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	-0.203120610449291	8.92744237109917
E7.5_Plate15_D01	embryo15	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.71081456353051	0.992641631362224
E7.5_Plate15_D03	embryo15	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.20643803188078	-4.46542436220259
E7.5_Plate15_D04	embryo15	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-2.9562244305336	8.38792442804775
E7.5_Plate15_D05	embryo15	E7.5	TRUE	NA	NA	Intermediate_mesoderm	Mesoderm	-0.407434306420471	8.92936956495202
E7.5_Plate15_D06	embryo15	E7.5	TRUE	NA	NA	Def._endoderm	Endoderm	3.25832891733283	-1.06330714999456
E7.5_Plate15_D08	embryo15	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.10573825750104	-0.0153153135935372
E7.5_Plate15_D09	embryo15	E7.5	TRUE	FALSE	FALSE	Rostral_neurectoderm	Ectoderm	2.73247988783054	-1.6004564040674
E7.5_Plate15_D10	embryo15	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	3.1495686632116	-4.11451530048426
E7.5_Plate15_D11	embryo15	E7.5	TRUE	NA	NA	Paraxial_mesoderm	Mesoderm	-6.316106541445	5.72065494206344
E7.5_Plate15_E01	embryo15	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.38201928912684	1.94091139251424
E7.5_Plate15_E02	embryo15	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	1.37696637853741	-6.15536381466586
E7.5_Plate15_E03	embryo15	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	1.80064426722338	7.7115103857743
E7.5_Plate15_E04	embryo15	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-6.32947082564696	5.40457718240082
E7.5_Plate15_E06	embryo15	E7.5	TRUE	FALSE	FALSE	Notochord	Endoderm	8.52668792461773	6.15101424167561
E7.5_Plate15_E08	embryo15	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	3.23050017440636	3.01296791120642
E7.5_Plate15_E10	embryo15	E7.5	TRUE	NA	NA	Intermediate_mesoderm	Mesoderm	-0.939068660428316	8.63104678647706
E7.5_Plate15_E11	embryo15	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-5.92272573544928	6.54411380993904
E7.5_Plate15_E12	embryo15	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.81220241884995	-2.59548351855401
E7.5_Plate15_F01	embryo15	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	1.92454760596459	-7.58848866161374
E7.5_Plate15_F03	embryo15	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.62320435604745	-3.5810962224705
E7.5_Plate15_F04	embryo15	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-3.80149290073057	7.5189420689747
E7.5_Plate15_F05	embryo15	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.26053093936689	0.599538312779924
E7.5_Plate15_F07	embryo15	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.25779880812497	0.806642864833885
E7.5_Plate15_F08	embryo15	E7.5	TRUE	NA	NA	Intermediate_mesoderm	Mesoderm	1.11278832227026	7.26273737500767
E7.5_Plate15_F09	embryo15	E7.5	TRUE	TRUE	TRUE	Intermediate_mesoderm	Mesoderm	-0.684643152575398	7.85550079798674
E7.5_Plate15_F10	embryo15	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-2.97290413303401	8.10478447075697
E7.5_Plate15_F11	embryo15	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.80282890455124	3.62834828765868
E7.5_Plate15_F12	embryo15	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.1562887134409	-7.06646603917016
E7.5_Plate15_G01	embryo15	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	3.21028730291003	-5.21976218539747
E7.5_Plate15_G02	embryo15	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	3.21792436413768	3.9304350045877
E7.5_Plate15_G03	embryo15	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	-0.508302179030129	8.99613456240061
E7.5_Plate15_G04	embryo15	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	3.46346435151442	4.4713038290086
E7.5_Plate15_G06	embryo15	E7.5	TRUE	NA	NA	Intermediate_mesoderm	Mesoderm	2.03700107407728	6.79510884267926
E7.5_Plate15_G07	embryo15	E7.5	TRUE	TRUE	TRUE	Gut	Endoderm	8.78427177595318	5.17320852603735
E7.5_Plate15_G08	embryo15	E7.5	TRUE	TRUE	TRUE	Notochord	Endoderm	4.7699505859881	4.63902667994114
E7.5_Plate15_G09	embryo15	E7.5	TRUE	TRUE	TRUE	Rostral_neurectoderm	Ectoderm	2.933435509955	-3.35822962742182
E7.5_Plate15_G10	embryo15	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-0.773759596501606	8.15774238616086
E7.5_Plate15_G11	embryo15	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.33344980828279	-6.68432114184423
E7.5_Plate15_G12	embryo15	E7.5	TRUE	FALSE	FALSE	Nascent_mesoderm	Mesoderm	-0.12811649866821	9.09488722362816
E7.5_Plate15_H02	embryo15	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	3.22316044624342	-4.66987248934544
E7.5_Plate15_H03	embryo15	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.8128059693983	-2.91977666867148
E7.5_Plate15_H04	embryo15	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.73863023206005	-4.50183272488544
E7.5_Plate15_H05	embryo15	E7.5	TRUE	NA	NA	Paraxial_mesoderm	Mesoderm	-6.39639223019766	5.46783964123054
E7.5_Plate15_H06	embryo15	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.90007082446321	-5.97029930633846
E7.5_Plate15_H07	embryo15	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.03020396800795	0.367714404095255
E7.5_Plate15_H09	embryo15	E7.5	TRUE	TRUE	TRUE	Rostral_neurectoderm	Ectoderm	3.02859141219842	-3.54527697661228
E7.5_Plate16_A01	embryo16	E7.5	TRUE	FALSE	FALSE	Rostral_neurectoderm	Ectoderm	2.32295595380336	-6.91590408135233
E7.5_Plate16_A02	embryo16	E7.5	TRUE	TRUE	TRUE	Notochord	Endoderm	3.64692186041745	5.19835491870015
E7.5_Plate16_A03	embryo16	E7.5	TRUE	NA	NA	Somitic_mesoderm	Mesoderm	-2.20170091112032	6.85755246642647
E7.5_Plate16_A04	embryo16	E7.5	TRUE	NA	NA	Caudal_mesoderm	Mesoderm	2.7194359762024	0.888834743303562
E7.5_Plate16_A05	embryo16	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.20608208514419	1.86964518560507
E7.5_Plate16_A06	embryo16	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-6.53097793781224	6.06982197460857
E7.5_Plate16_A07	embryo16	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-3.08227616018309	8.63103652862561
E7.5_Plate16_A08	embryo16	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-6.29027950423841	6.47724057333938
E7.5_Plate16_A09	embryo16	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.80734251987967	-3.11247633799215
E7.5_Plate16_A10	embryo16	E7.5	TRUE	NA	NA	Intermediate_mesoderm	Mesoderm	1.59630160443916	7.4269366818272
E7.5_Plate16_A11	embryo16	E7.5	TRUE	NA	NA	Intermediate_mesoderm	Mesoderm	1.71106672163222	6.35755086429628
E7.5_Plate16_A12	embryo16	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	3.40708206521398	4.03093183857827
E7.5_Plate16_B01	embryo16	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	3.60353343428295	-0.451939748882556
E7.5_Plate16_B02	embryo16	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	3.25779802337126	-4.23400869504127
E7.5_Plate16_B03	embryo16	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.88067949430371	-5.58711905191438
E7.5_Plate16_B04	embryo16	E7.5	TRUE	NA	NA	Intermediate_mesoderm	Mesoderm	0.678215842896599	7.82763235341901
E7.5_Plate16_B05	embryo16	E7.5	TRUE	NA	NA	Somitic_mesoderm	Mesoderm	1.30382460392933	7.08944266889305
E7.5_Plate16_B06	embryo16	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.90886721274995	-2.79324469043705
E7.5_Plate16_B07	embryo16	E7.5	TRUE	TRUE	TRUE	Notochord	Endoderm	8.49204455622634	5.36031821107361
E7.5_Plate16_B08	embryo16	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.9605351984288	-2.04435947637732
E7.5_Plate16_B09	embryo16	E7.5	TRUE	NA	NA	Somitic_mesoderm	Mesoderm	2.35301329009912	6.62791919859727
E7.5_Plate16_B10	embryo16	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-1.35580611628847	8.60552155290596
E7.5_Plate16_B11	embryo16	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	3.57966182419972	2.41017343900011
E7.5_Plate16_B12	embryo16	E7.5	TRUE	NA	NA	Somitic_mesoderm	Mesoderm	-2.14445017748544	8.94989799629863
E7.5_Plate16_C01	embryo16	E7.5	TRUE	TRUE	TRUE	Somitic_mesoderm	Mesoderm	1.25317594747182	7.97209377215628
E7.5_Plate16_C02	embryo16	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	3.18271269285384	-3.8113688917422
E7.5_Plate16_C03	embryo16	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	3.77147468973083	-0.168194260778576
E7.5_Plate16_C04	embryo16	E7.5	TRUE	NA	NA	Caudal_mesoderm	Mesoderm	2.77261888237688	4.7705289232644
E7.5_Plate16_C05	embryo16	E7.5	TRUE	NA	NA	Somitic_mesoderm	Mesoderm	0.434159248134628	8.7352842447405
E7.5_Plate16_C06	embryo16	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	3.80198885944467	3.31759514043841
E7.5_Plate16_C07	embryo16	E7.5	TRUE	NA	NA	Intermediate_mesoderm	Mesoderm	1.87280446687373	7.57325712033442
E7.5_Plate16_C08	embryo16	E7.5	TRUE	TRUE	TRUE	Intermediate_mesoderm	Mesoderm	-0.525068880303612	8.79687314950577
E7.5_Plate16_C09	embryo16	E7.5	TRUE	FALSE	FALSE	Somitic_mesoderm	Mesoderm	0.55570681326761	8.39450911123411
E7.5_Plate16_C10	embryo16	E7.5	TRUE	NA	NA	Caudal_mesoderm	Mesoderm	3.34308947062621	3.58840630782766
E7.5_Plate16_C11	embryo16	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-3.57950629648356	8.10635956461179
E7.5_Plate16_D01	embryo16	E7.5	TRUE	TRUE	TRUE	Def._endoderm	Endoderm	8.46332755684613	4.82053999228123
E7.5_Plate16_D02	embryo16	E7.5	TRUE	NA	NA	Caudal_mesoderm	Mesoderm	3.13386161487745	1.89357762729077
E7.5_Plate16_D03	embryo16	E7.5	TRUE	NA	NA	Somitic_mesoderm	Mesoderm	-3.0539202085799	7.904916951518
E7.5_Plate16_D04	embryo16	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.93660977119281	-5.82078753005831
E7.5_Plate16_D05	embryo16	E7.5	TRUE	NA	NA	Somitic_mesoderm	Mesoderm	-4.14217460425833	8.01174646581053
E7.5_Plate16_D06	embryo16	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.07411593280504	-2.64788888567275
E7.5_Plate16_D07	embryo16	E7.5	TRUE	NA	NA	Somitic_mesoderm	Mesoderm	-1.00208506594941	9.04431727297915
E7.5_Plate16_D08	embryo16	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.70485323191556	0.124262681003967
E7.5_Plate16_D09	embryo16	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.07666664841748	1.34808477477058
E7.5_Plate16_D10	embryo16	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	1.22068190128902	-5.77977678428647
E7.5_Plate16_D11	embryo16	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.5253200653085	-1.8023662164088
E7.5_Plate16_D12	embryo16	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.09148388138525	1.02088672777712
E7.5_Plate16_E01	embryo16	E7.5	TRUE	TRUE	TRUE	Caudal_epiblast	Primitive_Streak	1.62065693225367	0.949232940289846
E7.5_Plate16_E02	embryo16	E7.5	TRUE	NA	NA	Somitic_mesoderm	Mesoderm	1.14665917139412	7.41308241441889
E7.5_Plate16_E03	embryo16	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.16125161913381	1.32624860182144
E7.5_Plate16_E04	embryo16	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-5.74410892346129	6.46765196659167
E7.5_Plate16_E05	embryo16	E7.5	TRUE	NA	NA	Caudal_mesoderm	Mesoderm	3.30033079593062	3.45962425792433
E7.5_Plate16_E06	embryo16	E7.5	TRUE	TRUE	TRUE	Somitic_mesoderm	Mesoderm	0.951922811262719	8.51663075641558
E7.5_Plate16_E07	embryo16	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-3.82127019991686	8.11279730994185
E7.5_Plate16_E08	embryo16	E7.5	TRUE	FALSE	FALSE	Nascent_mesoderm	Mesoderm	-1.45895169926396	9.06712138487788
E7.5_Plate16_E09	embryo16	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.97803622016357	-4.77229563857504
E7.5_Plate16_E10	embryo16	E7.5	TRUE	NA	NA	Somitic_mesoderm	Mesoderm	-0.143481025957417	8.56376385498325
E7.5_Plate16_E11	embryo16	E7.5	TRUE	NA	NA	Somitic_mesoderm	Mesoderm	1.34177820114697	7.26043926650275
E7.5_Plate16_E12	embryo16	E7.5	TRUE	NA	NA	Somitic_mesoderm	Mesoderm	2.0514612291945	7.74739041610725
E7.5_Plate16_F01	embryo16	E7.5	TRUE	TRUE	TRUE	Notochord	Endoderm	7.97725994687876	6.37835169681015
E7.5_Plate16_F02	embryo16	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	4.29672847795134	0.322568177609025
E7.5_Plate16_F03	embryo16	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	3.11137925048874	-2.81276820696987
E7.5_Plate16_F04	embryo16	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.71086521149733	-3.15200721461942
E7.5_Plate16_F05	embryo16	E7.5	TRUE	NA	NA	Intermediate_mesoderm	Mesoderm	-0.25014959051711	8.96434219296027
E7.5_Plate16_F06	embryo16	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.58464258634238	-4.31263459157345
E7.5_Plate16_F07	embryo16	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.37541040652083	5.19801297608283
E7.5_Plate16_F08	embryo16	E7.5	TRUE	FALSE	FALSE	Somitic_mesoderm	Mesoderm	-3.95464317947943	7.80039653923899
E7.5_Plate16_F09	embryo16	E7.5	TRUE	FALSE	FALSE	Mixed_mesoderm	Mesoderm	-5.88796569329485	5.96627264253691
E7.5_Plate16_F10	embryo16	E7.5	TRUE	NA	NA	Somitic_mesoderm	Mesoderm	0.82324799864664	7.56512210909531
E7.5_Plate16_F11	embryo16	E7.5	TRUE	NA	NA	Somitic_mesoderm	Mesoderm	-4.70138492811168	7.81388829996838
E7.5_Plate16_F12	embryo16	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-2.66147307690949	8.34363031541041
E7.5_Plate16_G01	embryo16	E7.5	TRUE	TRUE	TRUE	Caudal_epiblast	Primitive_Streak	3.35210651940298	0.353872621660231
E7.5_Plate16_G02	embryo16	E7.5	TRUE	TRUE	TRUE	Notochord	Endoderm	8.62752274189812	5.9490244800942
E7.5_Plate16_G03	embryo16	E7.5	TRUE	FALSE	FALSE	Notochord	Endoderm	8.50551555025031	5.64780006868228
E7.5_Plate16_G04	embryo16	E7.5	TRUE	TRUE	TRUE	Notochord	Endoderm	4.84671409396741	4.3419601130186
E7.5_Plate16_G05	embryo16	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	3.03900141257385	-4.44893111682716
E7.5_Plate16_G06	embryo16	E7.5	TRUE	TRUE	TRUE	Intermediate_mesoderm	Mesoderm	0.913292354140619	8.10888273991493
E7.5_Plate16_G07	embryo16	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-6.1851922282331	5.9904656816044
E7.5_Plate16_G08	embryo16	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	1.98397688453235	0.58578128223886
E7.5_Plate16_G09	embryo16	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	3.16907967441802	0.119778985130196
E7.5_Plate16_G10	embryo16	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	1.88791075503294	-7.04093105564285
E7.5_Plate16_G11	embryo16	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-3.34595799545612	7.89551969376472
E7.5_Plate16_G12	embryo16	E7.5	TRUE	FALSE	FALSE	Notochord	Endoderm	8.68521197307605	5.28996430711957
E7.5_Plate16_H02	embryo16	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.61781270859583	-6.42660126058424
E7.5_Plate16_H03	embryo16	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	3.1517061021466	0.751245164163387
E7.5_Plate16_H04	embryo16	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	3.14439638410916	-4.9627069952949
E7.5_Plate16_H05	embryo16	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-1.23280452393078	8.78180899866492
E7.5_Plate16_H06	embryo16	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.86939216909266	4.08300011026908
E7.5_Plate16_H07	embryo16	E7.5	TRUE	NA	NA	Intermediate_mesoderm	Mesoderm	-2.17796872970118	8.11758144288286
E7.5_Plate16_H08	embryo16	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.52999962810276	-6.6179276654971
E7.5_Plate16_H09	embryo16	E7.5	TRUE	FALSE	FALSE	Def._endoderm	Endoderm	8.03790843265098	5.84074036694689
E7.5_Plate16_H10	embryo16	E7.5	TRUE	NA	NA	Somitic_mesoderm	Mesoderm	1.88877698432332	7.57257549728554
E7.5_Plate1_A10	E7.5_embryo1	E7.5	TRUE	NA	NA	Pharyngeal_mesoderm	Mesoderm	-5.53877852702871	3.40510053337706
E7.5_Plate1_A11	E7.5_embryo1	E7.5	TRUE	NA	NA	Pharyngeal_mesoderm	Mesoderm	-5.27654792609181	2.55232874603363
