sample	embryo	stage	pass_rnaQC	pass_metQC	pass_accQC	lineage10x	lineage10x_2	UMAP1	UMAP2
E6.75_Plate2_E4	E6.5_late_embryomixed	E6.5	TRUE	TRUE	TRUE	Epiblast	Epiblast	-4.67601497921321	-1.76610113220994
E6.75_Plate2_E5	E6.5_late_embryomixed	E6.5	TRUE	TRUE	TRUE	Epiblast	Epiblast	-4.20070683834657	-1.77326446554633
E6.75_Plate2_E7	E6.5_late_embryomixed	E6.5	TRUE	TRUE	TRUE	Epiblast	Epiblast	0.253772305899447	0.0631972370510841
E6.75_Plate2_E8	E6.5_late_embryomixed	E6.5	TRUE	TRUE	TRUE	Epiblast	Epiblast	-2.89746708403916	-1.41142445705458
E6.75_Plate2_E9	E6.5_late_embryomixed	E6.5	TRUE	TRUE	TRUE	Epiblast	Epiblast	-3.49950693159654	-2.49265324578538
E6.75_Plate2_F11	E6.5_late_embryomixed	E6.5	TRUE	TRUE	FALSE	Epiblast	Epiblast	-1.34270497916041	-0.522399039053894
E6.75_Plate2_F3	E6.5_late_embryomixed	E6.5	TRUE	TRUE	FALSE	Epiblast	Epiblast	-4.48561790948044	-1.2657995631285
E6.75_Plate2_F4	E6.5_late_embryomixed	E6.5	TRUE	TRUE	FALSE	Epiblast	Epiblast	-4.0488601112024	-0.834940073937058
E6.75_Plate2_F6	E6.5_late_embryomixed	E6.5	TRUE	TRUE	TRUE	Epiblast	Epiblast	0.299631938326045	-0.518175464843857
E6.75_Plate2_F7	E6.5_late_embryomixed	E6.5	TRUE	TRUE	TRUE	Epiblast	Epiblast	-3.11436447916295	-1.17984607420431
E6.75_Plate2_F8	E6.5_late_embryomixed	E6.5	TRUE	TRUE	TRUE	Epiblast	Epiblast	-3.88659851817131	-1.58016134606194
E6.75_Plate2_G1	E6.5_late_embryomixed	E6.5	TRUE	TRUE	TRUE	Epiblast	Epiblast	-4.28217603891926	-1.36523978771307
E6.75_Plate2_G10	E6.5_late_embryomixed	E6.5	TRUE	TRUE	FALSE	Epiblast	Epiblast	-4.46879284810204	-1.5543225037567
E6.75_Plate2_G11	E6.5_late_embryomixed	E6.5	TRUE	TRUE	FALSE	Epiblast	Epiblast	-3.86102304352439	-0.737586482037693
E6.75_Plate2_G12	E6.5_late_embryomixed	E6.5	TRUE	TRUE	TRUE	Epiblast	Epiblast	-4.38267118757905	-1.05849010349316
E6.75_Plate2_G6	E6.5_late_embryomixed	E6.5	TRUE	TRUE	TRUE	Epiblast	Epiblast	-4.64908903929629	-1.52726290373919
E6.75_Plate2_G7	E6.5_late_embryomixed	E6.5	TRUE	TRUE	TRUE	Epiblast	Epiblast	-2.6358916750467	-1.16969884925082
E6.75_Plate2_G8	E6.5_late_embryomixed	E6.5	TRUE	TRUE	FALSE	Epiblast	Epiblast	-4.4115862406316	-1.71318827443365
E6.75_Plate2_G9	E6.5_late_embryomixed	E6.5	TRUE	TRUE	TRUE	Epiblast	Epiblast	-4.398205527828	-1.22025564238839
E6.75_Plate2_H2	E6.5_late_embryomixed	E6.5	TRUE	TRUE	TRUE	Epiblast	Epiblast	-3.39230397863563	-1.23896035374362
E6.75_Plate2_H3	E6.5_late_embryomixed	E6.5	TRUE	TRUE	TRUE	Epiblast	Epiblast	-4.65599706380913	-1.58035226868751
E6.75_Plate2_H5	E6.5_late_embryomixed	E6.5	TRUE	TRUE	TRUE	Epiblast	Epiblast	-4.68255950513725	-1.53627631993594
E7.5_Plate11_A01	embryomixed	E7.5	TRUE	NA	NA	Somitic_mesoderm	Mesoderm	1.12440916516783	7.55453391058796
E7.5_Plate11_A03	embryomixed	E7.5	TRUE	FALSE	FALSE	Visceral_endoderm	Endoderm	9.00580501098272	7.34357281534395
E7.5_Plate11_A05	embryomixed	E7.5	TRUE	NA	NA	Mesenchyme	Mesoderm	-4.99360609994574	2.55043477794191
E7.5_Plate11_A08	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	0.831139423083058	6.65595232989859
E7.5_Plate11_B01	embryomixed	E7.5	TRUE	FALSE	FALSE	Nascent_mesoderm	Mesoderm	-2.25715440738381	1.09878864985681
E7.5_Plate11_B03	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-2.67864030551583	5.22907632099689
E7.5_Plate11_B04	embryomixed	E7.5	TRUE	FALSE	FALSE	Anterior_Primitive_Streak	Primitive_Streak	6.42414648983788	4.6709102618161
E7.5_Plate11_B05	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-1.1171523075206	6.52410335584882
E7.5_Plate11_C01	embryomixed	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-4.50965167424899	3.9149753188653
E7.5_Plate11_C02	embryomixed	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-3.73406742472634	3.86065321295422
E7.5_Plate11_C03	embryomixed	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-5.08420878686666	5.23648885642382
E7.5_Plate11_D01	embryomixed	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-3.03156090434938	4.35702157748275
E7.5_Plate11_D02	embryomixed	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-2.68598084817877	4.81762517592061
E7.5_Plate11_D10	embryomixed	E7.5	TRUE	NA	NA	Pharyngeal_mesoderm	Mesoderm	-5.58919446402882	2.69174402124745
E7.5_Plate11_D12	embryomixed	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	1.91510546562862	-6.3527478811691
E7.5_Plate11_E01	embryomixed	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-6.12241228044669	6.42527428859283
E7.5_Plate11_E05	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	1.68840830970255	5.40100243301843
E7.5_Plate11_E06	embryomixed	E7.5	TRUE	FALSE	FALSE	Gut	Endoderm	8.86342169003328	5.08504571015796
E7.5_Plate11_E07	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-2.89150329640425	6.68076929373858
E7.5_Plate11_E08	embryomixed	E7.5	TRUE	NA	NA	Haematoendothelial_progenitors	Mesoderm	-4.41232616980859	3.37134131689953
E7.5_Plate11_E09	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-1.37782895444832	9.13869794319388
E7.5_Plate11_E10	embryomixed	E7.5	TRUE	FALSE	FALSE	Anterior_Primitive_Streak	Primitive_Streak	5.82926678377104	3.97129125613802
E7.5_Plate11_E11	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-1.39646115781631	6.25373613418394
E7.5_Plate11_F01	embryomixed	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-2.4344864383953	4.94022414203767
E7.5_Plate11_F03	embryomixed	E7.5	TRUE	FALSE	FALSE	Def._endoderm	Endoderm	4.28797673195656	4.03836170376835
E7.5_Plate11_F04	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-0.528698653618142	6.5929078739987
E7.5_Plate11_F05	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	0.975509425327777	7.7228289880278
E7.5_Plate11_F06	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-3.84395094422026	6.67066537648021
E7.5_Plate11_F07	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-3.24513713799274	6.27316031080215
E7.5_Plate11_F08	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-5.20933460718505	6.62089564635372
E7.5_Plate11_F09	embryomixed	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.467360629395	5.41044163148918
E7.5_Plate11_F10	embryomixed	E7.5	TRUE	NA	NA	Mesenchyme	Mesoderm	-5.36802669242664	2.78733706348
E7.5_Plate11_F11	embryomixed	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-3.61705734802187	4.94264670663786
E7.5_Plate11_F12	embryomixed	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-3.36706967584951	6.18055580674849
E7.5_Plate11_G01	embryomixed	E7.5	TRUE	NA	NA	Mesenchyme	Mesoderm	-4.84291552426278	3.81212806325064
E7.5_Plate11_G07	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	1.45715169106471	6.13020679716694
E7.5_Plate11_G08	embryomixed	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-4.82749942066844	3.92086237396643
E7.5_Plate11_G09	embryomixed	E7.5	TRUE	FALSE	FALSE	Def._endoderm	Endoderm	8.64022958325573	5.0190800124367
E7.5_Plate11_G11	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	0.180758714650542	7.01545590377935
E7.5_Plate11_G12	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-3.36837719906099	6.5388613429059
E7.5_Plate11_H05	embryomixed	E7.5	TRUE	NA	NA	Primitive_Streak	Primitive_Streak	4.20803481045311	2.64017973354285
E7.5_Plate11_H06	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	0.0256829454984752	8.02535859599837
E7.5_Plate11_H07	embryomixed	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	3.17731467284141	-4.7400457236728
E7.5_Plate11_H08	embryomixed	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-5.07250738386389	4.21210121032365
E7.5_Plate11_H09	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-3.743050895176	6.18134988430696
E7.5_Plate11_H10	embryomixed	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.51218763402567	4.55288090927389
E7.5_Plate12_A05	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-1.96036971087685	6.87588256591691
E7.5_Plate12_A07	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	1.76258613058985	5.78358367323026
E7.5_Plate12_A09	embryomixed	E7.5	TRUE	NA	NA	Surface_ectoderm	Ectoderm	3.43225290475982	-0.764526288899363
E7.5_Plate12_A11	embryomixed	E7.5	TRUE	NA	NA	Intermediate_mesoderm	Mesoderm	-2.38242397290941	4.75653135046595
E7.5_Plate12_B02	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	2.11086686456348	6.37672274572364
E7.5_Plate12_B05	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-2.51778965310556	7.23188745153445
E7.5_Plate12_C02	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-2.8396834044184	8.4058305050556
E7.5_Plate12_C03	embryomixed	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	3.22090740354529	4.45474311622187
E7.5_Plate12_C04	embryomixed	E7.5	TRUE	NA	NA	Somitic_mesoderm	Mesoderm	1.41960547442141	7.70724120015061
E7.5_Plate12_D01	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-4.43673820784315	5.23298715508829
E7.5_Plate12_D05	embryomixed	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-5.4394890274525	6.23313762199005
E7.5_Plate12_D08	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-0.409345177301767	6.56387632086504
E7.5_Plate12_D10	embryomixed	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	4.26384920100998	2.07853173745595
E7.5_Plate12_D11	embryomixed	E7.5	TRUE	NA	NA	Primitive_Streak	Primitive_Streak	2.7204762956241	1.53465619020956
E7.5_Plate12_E01	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-3.98881098615977	3.9426317113221
E7.5_Plate12_E02	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	0.513995786204949	7.69662347747948
E7.5_Plate12_E03	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	0.60728366208807	7.45412325124647
E7.5_Plate12_E05	embryomixed	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-3.34090249230857	4.38148623453303
E7.5_Plate12_E06	embryomixed	E7.5	TRUE	NA	NA	Somitic_mesoderm	Mesoderm	1.03490561683111	7.81255258531849
E7.5_Plate12_E07	embryomixed	E7.5	TRUE	NA	NA	Mesenchyme	Mesoderm	-5.5669179107881	2.92723764014335
E7.5_Plate12_E08	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-3.90021326954928	4.60486794132632
E7.5_Plate12_E09	embryomixed	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-6.08172741796208	5.05055144871825
E7.5_Plate12_E10	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	0.936838858566203	7.21626306383394
E7.5_Plate12_E11	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	1.41860234720917	6.54795291293995
E7.5_Plate12_E12	embryomixed	E7.5	TRUE	FALSE	FALSE	Gut	Endoderm	7.40925293124815	5.46343396701386
E7.5_Plate12_F02	embryomixed	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	3.03437574434165	3.70119474149744
E7.5_Plate12_F04	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-4.8143820063419	6.44884405978509
E7.5_Plate12_F05	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	1.57479753994246	6.5948815212236
E7.5_Plate12_F06	embryomixed	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	0.87907978127509	-4.9709612747361
E7.5_Plate12_F07	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	2.21420189154082	4.78561640003626
E7.5_Plate12_F08	embryomixed	E7.5	TRUE	NA	NA	Primitive_Streak	Primitive_Streak	3.18879938163796	-2.71333019247128
E7.5_Plate12_F09	embryomixed	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-4.7827088367261	5.55790859693299
E7.5_Plate12_F10	embryomixed	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.12156935582145	-7.51203185952156
E7.5_Plate12_F11	embryomixed	E7.5	TRUE	NA	NA	Primitive_Streak	Primitive_Streak	2.83115378545457	1.59005057835337
E7.5_Plate12_F12	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-2.72311176456385	6.47845172207614
E7.5_Plate12_G01	embryomixed	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-5.11730154958201	4.91299046195167
E7.5_Plate12_G06	embryomixed	E7.5	TRUE	NA	NA	Primitive_Streak	Primitive_Streak	4.34936395056984	-0.362639795458236
E7.5_Plate12_G07	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	2.32006243698205	5.60282943145451
E7.5_Plate12_G09	embryomixed	E7.5	TRUE	NA	NA	Primitive_Streak	Primitive_Streak	1.73812073353299	0.698165827231529
E7.5_Plate12_G10	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	4.21180500456813	3.24416036429839
E7.5_Plate12_G11	embryomixed	E7.5	TRUE	FALSE	FALSE	Gut	Endoderm	8.5369733083691	4.80947615179457
E7.5_Plate12_H02	embryomixed	E7.5	TRUE	TRUE	TRUE	Def._endoderm	Endoderm	6.70853255470017	4.92425308586368
E7.5_Plate12_H03	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-3.8196348868016	4.44847073510351
E7.5_Plate12_H04	embryomixed	E7.5	TRUE	NA	NA	Somitic_mesoderm	Mesoderm	1.2122647167257	6.98571150871003
E7.5_Plate12_H05	embryomixed	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-4.54994578528068	4.74679630248568
E7.5_Plate12_H06	embryomixed	E7.5	TRUE	NA	NA	Primitive_Streak	Primitive_Streak	5.84367434128272	-0.0248357668743503
E7.5_Plate12_H07	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	0.0817053309370481	8.76882631765516
E7.5_Plate12_H08	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-0.899825024702344	8.08875023910403
E7.5_Plate12_H09	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-2.8722334874568	8.4878480064132
E7.5_Plate12_H10	embryomixed	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	1.79328057571356	7.89219771599843
E7.5_Plate12_H11	embryomixed	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-6.25990217552594	5.68672390413374
E7.5_Plate13_A02	embryo13	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.87599927153975	4.21605042222701
E7.5_Plate13_A05	embryo13	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-0.974813169414281	9.10363734355312
E7.5_Plate13_A06	embryo13	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	0.772018421560445	8.51695855258268
E7.5_Plate13_A07	embryo13	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	3.73870162034468	4.67130112999129
E7.5_Plate13_B02	embryo13	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	1.84529299217519	6.65851814230949
E7.5_Plate13_B04	embryo13	E7.5	TRUE	TRUE	TRUE	Notochord	Endoderm	6.16096670440772	5.75240173753176
E7.5_Plate13_B05	embryo13	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-1.90540351990522	8.91550980884767
E7.5_Plate13_B06	embryo13	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.80408866565328	-2.29371959845491
E7.5_Plate13_B10	embryo13	E7.5	TRUE	FALSE	FALSE	Def._endoderm	Endoderm	5.24000401760586	3.89366820583961
E7.5_Plate13_B12	embryo13	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	1.19167442458088	8.07390694504112
E7.5_Plate13_C03	embryo13	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	1.73515368049863	7.85005273592681
E7.5_Plate13_C04	embryo13	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	1.05686509250764	8.20608267475166
E7.5_Plate13_C06	embryo13	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-6.30813788284876	6.37085764471032
E7.5_Plate13_C09	embryo13	E7.5	TRUE	TRUE	TRUE	Rostral_neurectoderm	Ectoderm	2.26299780072562	-4.72072891732472
E7.5_Plate13_C11	embryo13	E7.5	TRUE	TRUE	TRUE	Def._endoderm	Endoderm	7.89311478363351	5.83464287703421
E7.5_Plate13_D01	embryo13	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	2.50848989577231	6.1782880516965
E7.5_Plate13_D04	embryo13	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.82537615389328	5.8949029737508
E7.5_Plate13_D07	embryo13	E7.5	TRUE	TRUE	FALSE	Visceral_endoderm	Endoderm	8.66185191292516	7.20854224346568
E7.5_Plate13_D08	embryo13	E7.5	TRUE	TRUE	TRUE	Notochord	Endoderm	7.21226928317426	5.6637454578314
E7.5_Plate13_D12	embryo13	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-5.93436813511006	6.62811550067856
E7.5_Plate13_E01	embryo13	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-1.78070980655844	9.17840928192812
E7.5_Plate13_E02	embryo13	E7.5	TRUE	NA	NA	Primitive_Streak	Primitive_Streak	2.57689763693303	4.40448456619513
E7.5_Plate13_E03	embryo13	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	3.52977703628361	4.18893523312441
E7.5_Plate13_E07	embryo13	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	0.577371964100407	6.81972494068131
E7.5_Plate13_E09	embryo13	E7.5	TRUE	TRUE	TRUE	Primitive_Streak	Primitive_Streak	2.69056962202356	4.25185278209484
E7.5_Plate13_E11	embryo13	E7.5	TRUE	NA	NA	Primitive_Streak	Primitive_Streak	2.35737041688206	1.45198137159748
E7.5_Plate13_E12	embryo13	E7.5	TRUE	NA	NA	Primitive_Streak	Primitive_Streak	2.84538090452977	1.16206780282189
E7.5_Plate13_F01	embryo13	E7.5	TRUE	NA	NA	Primitive_Streak	Primitive_Streak	3.0467003834898	-3.01637953384948
E7.5_Plate13_F04	embryo13	E7.5	TRUE	TRUE	TRUE	Notochord	Endoderm	4.69216326420433	4.28598468547418
E7.5_Plate13_F06	embryo13	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	1.11564116753786	8.30702665139824
E7.5_Plate13_F07	embryo13	E7.5	TRUE	NA	NA	Primitive_Streak	Primitive_Streak	3.98836199170798	3.08130326822128
E7.5_Plate13_F09	embryo13	E7.5	TRUE	TRUE	TRUE	Notochord	Endoderm	6.5441729931942	5.80655740532104
E7.5_Plate13_F10	embryo13	E7.5	TRUE	FALSE	FALSE	Notochord	Endoderm	6.27116966975975	5.68741887083034
E7.5_Plate13_F11	embryo13	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.3845034052839	-6.5852642618416
E7.5_Plate13_G03	embryo13	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	3.02370291948874	-4.25003106321696
E7.5_Plate13_G04	embryo13	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	2.28938131441344	4.9070569497913
E7.5_Plate13_G05	embryo13	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-4.40738882080088	7.69649148956062
E7.5_Plate13_G08	embryo13	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	0.869559713801452	6.83439573104218
E7.5_Plate13_G12	embryo13	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	-0.711915032378307	8.16396738588562
E7.5_Plate13_H02	embryo13	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-2.51491408822823	8.75911968787396
E7.5_Plate13_H05	embryo13	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-2.26873729288706	9.0035168840155
E7.5_Plate13_H06	embryo13	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	1.26303313568462	8.00030108203352
E7.5_Plate13_H08	embryo13	E7.5	TRUE	NA	NA	Primitive_Streak	Primitive_Streak	2.74793967426304	0.814326985504734
E7.5_Plate13_H09	embryo13	E7.5	TRUE	TRUE	TRUE	Notochord	Endoderm	8.04566675811239	4.64760597724168
E7.5_Plate13_H10	embryo13	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	3.07349541901957	-2.6077088289759
E7.5_Plate14_A01	embryo14	E7.5	TRUE	TRUE	TRUE	Caudal_epiblast	Primitive_Streak	3.26435084734632	3.98219545347711
E7.5_Plate14_A02	embryo14	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.24112606937088	1.48989254460395
E7.5_Plate14_A06	embryo14	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	3.28100291373785	4.15997978799086
E7.5_Plate14_A09	embryo14	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.40204086779683	-4.45660344308304
E7.5_Plate14_A10	embryo14	E7.5	TRUE	FALSE	FALSE	Notochord	Endoderm	5.69770549881969	5.07459387268751
E7.5_Plate14_A11	embryo14	E7.5	TRUE	NA	NA	Primitive_Streak	Primitive_Streak	2.60340209648771	-3.06902345829683
E7.5_Plate14_A12	embryo14	E7.5	TRUE	TRUE	TRUE	Notochord	Endoderm	8.89454065964248	5.86383045290964
E7.5_Plate14_B01	embryo14	E7.5	TRUE	TRUE	TRUE	Pharyngeal_mesoderm	Mesoderm	-5.55519780922761	3.07395147519334
E7.5_Plate14_B02	embryo14	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-3.17841083230876	7.59517756722792
E7.5_Plate14_B03	embryo14	E7.5	TRUE	TRUE	TRUE	Notochord	Endoderm	8.49021926865424	5.75372227816359
E7.5_Plate14_B04	embryo14	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-0.754205295834043	8.82845263930034
E7.5_Plate14_B05	embryo14	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.34615659262853	-4.24591346212702
E7.5_Plate14_B06	embryo14	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	1.44539511642954	8.35629219474905
E7.5_Plate14_B10	embryo14	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-2.54398640584215	8.42027277625983
E7.5_Plate14_B11	embryo14	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-3.29754548109637	8.55291294179055
E7.5_Plate14_B12	embryo14	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.88199921391352	1.44919698247433
E7.5_Plate14_C01	embryo14	E7.5	TRUE	TRUE	TRUE	Nascent_mesoderm	Mesoderm	-3.68016579543156	8.42576241457305
E7.5_Plate14_C02	embryo14	E7.5	TRUE	TRUE	TRUE	Def._endoderm	Endoderm	8.10583599714235	5.47167586374236
E7.5_Plate14_C03	embryo14	E7.5	TRUE	TRUE	TRUE	Gut	Endoderm	8.37840120449614	5.43139422264168
E7.5_Plate14_C04	embryo14	E7.5	TRUE	FALSE	FALSE	Notochord	Endoderm	8.14821905447552	6.29202168874485
E7.5_Plate14_C05	embryo14	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.16153758391267	1.11371392843049
E7.5_Plate14_C08	embryo14	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-5.03227237260821	7.53032426731475
E7.5_Plate14_C09	embryo14	E7.5	TRUE	NA	NA	Caudal_epiblast	Primitive_Streak	2.84479628415759	-0.766886688982351
E7.5_Plate14_C10	embryo14	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	1.1107305129479	8.53574212046899
E7.5_Plate14_D01	embryo14	E7.5	TRUE	FALSE	FALSE	Caudal_epiblast	Primitive_Streak	2.73341030061576	4.61928528366184
E7.5_Plate14_D02	embryo14	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	1.84138732960134	-4.9662163866961
E7.5_Plate14_D03	embryo14	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	-0.606250324234243	8.91597691189411
E7.5_Plate14_D04	embryo14	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.50798400420566	-6.14460641708478
E7.5_Plate14_D05	embryo14	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-5.01994618463404	4.85984120617193
E7.5_Plate14_D06	embryo14	E7.5	TRUE	TRUE	TRUE	Mixed_mesoderm	Mesoderm	-5.98417711210723	6.38978472895306
E7.5_Plate14_D07	embryo14	E7.5	TRUE	NA	NA	Mixed_mesoderm	Mesoderm	-6.26105159755123	5.96606890723281
E7.5_Plate14_D09	embryo14	E7.5	TRUE	FALSE	FALSE	Nascent_mesoderm	Mesoderm	-3.24861814124206	8.51427826259954
E7.5_Plate14_D10	embryo14	E7.5	TRUE	NA	NA	Rostral_neurectoderm	Ectoderm	2.52279762532721	-6.72634630511984
E7.5_Plate14_E04	embryo14	E7.5	TRUE	NA	NA	Nascent_mesoderm	Mesoderm	0.20287367173782	6.97221765059912
